league,team,player,champion,dmgtochamps,predicted,goldspent
NALCS,Flyquest,Balls,Camille,9049,15229.898718050072,14258
NALCS,Dignitas,Ssumday,Camille,6864,16563.243497315103,15508
NALCS,Counter Logic Gaming,Darshan,Camille,5993,11168.921303155914,10758
NALCS,FlyQuest,Balls,Camille,11339,15392.894078185924,14408
NALCS,Dignitas,Ssumday,Camille,11352,15011.259561720302,14058
NALCS,Team SoloMid,Hauntzer,Camille,21734,14262.024890298793,13383
NALCS,Cloud9,Ray,Camille,16282,16983.487877743803,15913
NALCS,FlyQuest,Balls,Camille,15418,15743.200719743352,14733
NALCS,Echo Fox,Brandini,Camille,14024,12203.373273265284,11608
NALCS,Team SoloMid,Hauntzer,Camille,23098,13437.120018574225,12658
NALCS,FlyQuest,Balls,Camille,21070,17590.960132761236,16508
NALCS,Echo Fox,Brandini,Camille,24742,16089.6768202193,15058
NALCS,Counter Logic Gaming,Darshan,Camille,15576,10418.588892656597,10158
NALCS,Counter Logic Gaming,Darshan,Camille,12244,9456.477661829564,9408
NALCS,Phoenix1,zig,Cho'gath,5024,8076.611437485252,7550
NALCS,Phoenix1,zig,Cho'gath,12103,14074.540525969498,11925
NALCS,Phoenix1,zig,Cho'gath,9182,10044.599458028215,8900
NALCS,Dignitas,Ssumday,Cho'gath,24641,16658.602351628997,14075
NALCS,Counter Logic Gaming,Darshan,Cho'gath,14382,12894.6958275235,11e3
NALCS,Phoenix1,zig,Cho'gath,16486,16600.839621223986,14025
NALCS,Immortals,Flame,Cho'gath,17092,11255.564570702356,9770
NALCS,FlyQuest,Balls,Cho'gath,6820,11770.863574588304,10150
NALCS,FlyQuest,Balls,Cho'gath,9173,11296.542537706368,9800
NALCS,EnVyUs,Seraph,Cho'gath,15769,12829.662733461471,10950
NALCS,Immortals,Flame,Cho'gath,12838,13728.311715185153,11650
NALCS,EnVyUs,Seraph,Cho'gath,20213,18377.15949735719,15605
NALCS,EnVyUs,Seraph,Cho'gath,14077,16140.775301134272,13630
NALCS,Team SoloMid,Hauntzer,Cho'gath,18098,14149.583267534139,11985
NALCS,EnVyUs,Seraph,Cho'gath,6674,7813.512780977439,7375
NALCS,Team Liquid,Lourlo,Cho'gath,12321,15302.671847405916,12925
NALCS,Cloud9,Impact,Cho'gath,5123,7281.927567403553,7025
NALCS,Counter Logic Gaming,Darshan,Fiora,7637,14050.041644226581,11710
NALCS,Team Liquid,Lourlo,Fiora,6403,12031.925283925253,10175
NALCS,FlyQuest,Balls,Fiora,17902,21601.048207221083,18400
NALCS,Team SoloMid,Hauntzer,Fiora,14284,15833.641672450516,13150
NALCS,Dignitas,Ssumday,Fiora,20023,19711.944682753365,16575
NALCS,Dignitas,Ssumday,Fiora,19473,18406.244741402534,15375
NALCS,Counter Logic Gaming,Darshan,Fiora,26069,20915.18738385559,17725
NALCS,Dignitas,Ssumday,Fiora,10800,17562.157305853343,14625
NALCS,Team Liquid,Lourlo,Fiora,7298,14771.823394107563,12283
NALCS,Counter Logic Gaming,Darshan,Fiora,24846,18627.60473425575,15575
NALCS,Counter Logic Gaming,Darshan,Fiora,5696,10927.920575148117,9375
NALCS,Dignitas,Ssumday,Fiora,11464,9089.130426174146,8100
NALCS,Dignitas,Ssumday,Fiora,17374,12935.065817692752,10850
NALCS,Counter Logic Gaming,Darshan,Fiora,25076,17613.439456522443,14670
NALCS,Counter Logic Gaming,Darshan,Fiora,25846,15531.098285471968,12900
NALCS,Counter Logic Gaming,Darshan,Fiora,32180,22688.52433006482,19500
NALCS,Cloud9,Ray,Galio,15998,14253.499486066243,14175
NALCS,Echo Fox,Looper,Galio,19204,13529.758318712422,13500
NALCS,Phoenix1,zig,Galio,9427,11167.615512512773,11400
NALCS,Echo Fox,Looper,Galio,7842,14067.437594862397,14e3
NALCS,Team SoloMid,Hauntzer,Galio,21578,17115.214418974978,17e3
NALCS,Counter Logic Gaming,Darshan,Galio,8111,14385.73706412727,14300
NALCS,Team Liquid,Lourlo,Galio,3651,10962.794524084,11225
NALCS,Team Liquid,Lourlo,Galio,16194,14120.709339958894,14050
NALCS,Immortals,Flame,Galio,6982,11888.84409613905,12025
