league,team,player,champion,dmgtochamps,predicted,goldspent
LCK,Longzhu Gaming,PraY,Ashe,27086,24868.378494853296,17600
LCK,Longzhu Gaming,PraY,Ashe,11038,12517.6138999737,11200
LCK,Longzhu Gaming,PraY,Ashe,19261,14682.71017382895,12275
LCK,Jin Air Green Wings,Teddy,Ashe,13111,26710.96652366297,18625
LCK,Kongdoo Monster,SSol,Ashe,9192,13729.252617823506,11800
LCK,BBQ Olivers,Ghost,Ashe,7204,5607.657374806755,7775
LCK,SK Telecom T1,Bang,Ashe,16452,12315.016425464242,11100
LCK,SK Telecom T1,Bang,Ashe,12532,11096.572022885319,10500
LCK,ROX Tigers,Sangyoon,Ashe,8562,17357.722585268573,13625
LCK,MVP,MaHa,Ashe,16123,15381.458535039767,12625
LCK,ROX Tigers,Sangyoon,Ashe,11744,10028.215942560526,9975
LCK,Longzhu Gaming,PraY,Ashe,12523,10638.80322657597,10275
LCK,Longzhu Gaming,PraY,Ashe,26838,21019.57363338925,15525
LCK,KT Rolster,Deft,Ashe,11964,17063.30578840338,13475
LCK,Kongdoo Monster,SSol,Ashe,9140,12669.451109920541,11275
LCK,BBQ Olivers,Ghost,Ashe,15038,18139.15632244043,14025
LCK,Kongdoo Monster,SSol,Ashe,15984,13376.624205469116,11625
LCK,Jin Air Green Wings,Teddy,Ashe,8688,9875.582671660464,9900
LCK,SK Telecom T1,Bang,Ashe,15979,14081.176507799368,11975
LCK,ROX Tigers,Sangyoon,Ashe,11715,14081.176507676,11975
LCK,ROX Tigers,Sangyoon,Ashe,16833,18139.156322522256,14025
LCK,KT Rolster,Deft,Ashe,9864,18382.235873929105,14150
LCK,KT Rolster,Deft,Ashe,21251,20545.132488803727,15275
LCK,ROX Tigers,Sangyoon,Ashe,11671,11706.326221448804,10800
LCK,Samsung Galaxy,Stitch,Ashe,17237,17895.54026154993,13900
LCK,SK Telecom T1,Bang,Ashe,13273,13527.833939306214,11700
LCK,MVP,MaHa,Ashe,7386,9712.799604823458,9820
LCK,KT Rolster,Deft,Ashe,15919,15281.847562352303,12575
LCK,Jin Air Green Wings,Teddy,Ashe,9769,11249.088869392563,10575
LCK,MVP,MaHa,Ashe,17518,18139.156322466966,14025
LCK,Jin Air Green Wings,Teddy,Ashe,19548,17993.05074418541,13950
LCK,Longzhu Gaming,PraY,Ashe,16563,24276.081748094013,17275
LCK,Longzhu Gaming,PraY,Ashe,10026,8808.354120419663,9375
LCK,Afreeca Freecs,Kramer,Ashe,31136,22242.366268448448,16175
LCK,SK Telecom T1,Bang,Ashe,9954,9417.860015924576,9675
LCK,ROX Tigers,Sangyoon,Ashe,5862,7042.76069672955,8500
LCK,Afreeca Freecs,Kramer,Ashe,20924,22055.2596450945,16075
LCK,KT Rolster,Deft,Ashe,14668,11299.917504938603,10600
LCK,Afreeca Freecs,Kramer,Ashe,9238,8960.613451996958,9450
LCK,Samsung Galaxy,Ruler,Ashe,10233,12365.681086047472,11125
LCK,Ever8 Winners,Deul,Ashe,12992,15779.175097126921,12825
LCK,SK Telecom T1,Bang,Ashe,18371,13527.83393930203,11700
LCK,Longzhu Gaming,PraY,Ashe,33029,24276.081748094013,17275
LCK,Jin Air Green Wings,Teddy,Ashe,13737,15232.015281784412,12550
LCK,Longzhu Gaming,PraY,Ashe,19794,13477.444337617411,11675
LCK,SK Telecom T1,Bang,Ashe,6009,5656.498860859645,7800
