position,league,team,player,champion,dmgtochamps,predicted,goldspent
ADC,LCK,Samsung Galaxy,Ruler,Varus,15993,18737.164846825897,15050
ADC,LCK,MVP,MaHa,Varus,7865,11912.171986077992,11875
ADC,LCK,SK Telecom T1,Bang,Varus,8738,11134.849713327148,10350
ADC,LCK,BBQ Olivers,Ghost,Varus,14847,11333.153954589605,11425
ADC,LCK,Longzhu Gaming,PraY,Varus,14482,8882.892745917976,9225
ADC,LCK,SK Telecom T1,Bang,Varus,29580,25675.435569218003,17895
ADC,LCK,BBQ Olivers,Ghost,Varus,16743,11364.57031181852,11450
ADC,LCK,BBQ Olivers,Ghost,Varus,14093,9006.697480041736,9350
ADC,LCK,Samsung Galaxy,Ruler,Varus,19688,17291.75863264938,14325
ADC,LCK,KT Rolster,Deft,Varus,13059,11651.265620784068,11675
ADC,LCK,SK Telecom T1,Bang,Varus,22216,13447.721111476041,12970
ADC,LCK,SK Telecom T1,Bang,Varus,13651,14726.845785395424,12875
ADC,LCK,SK Telecom T1,Bang,Varus,54401,48693.807851662736,23675
ADC,LCK,Samsung Galaxy,Ruler,Varus,24179,18225.588600675343,14800
ADC,LCK,BBQ Olivers,Ghost,Varus,16408,13233.531371003153,12825
ADC,LCK,KT Rolster,Deft,Varus,14518,11415.749834603817,10575
ADC,LCK,KT Rolster,Deft,Varus,12528,14726.845785395424,12875
ADC,LCK,ROX Tigers,Sangyoon,Varus,10483,8062.62232278675,8350
ADC,LCK,SK Telecom T1,Bang,Varus,9503,18296.359581743232,14835
ADC,LCK,KT Rolster,Deft,Varus,17483,10800.896724761435,10075
ADC,LCK,MVP,MaHa,Varus,12549,8785.07538328054,9125
ADC,LCK,Longzhu Gaming,PraY,Varus,14282,18633.713540223718,15e3
ADC,LCK,Jin Air Green Wings,Teddy,Varus,24221,24373.386093051697,17425
ADC,LCK,Afreeca Freecs,Kramer,Varus,18569,21362.97818364752,17150
ADC,LCK,Ever8 Winners,Deul,Varus,37885,21780.98005458784,17325
ADC,LCK,Samsung Galaxy,Ruler,Varus,28380,19531.57878741981,15425
ADC,LCK,Ever8 Winners,Deul,Varus,17468,13417.972845167991,12950
ADC,LCK,Ever8 Winners,Deul,Varus,7019,7799.190688777089,8050
ADC,LCK,Samsung Galaxy,Ruler,Varus,5907,12682.043521224607,11525
ADC,LCK,BBQ Olivers,Ghost,Varus,11839,10598.802186999084,10820
ADC,LCK,MVP,MaHa,Varus,10548,9106.982492421668,9450
ADC,LCK,ROX Tigers,Sangyoon,Varus,16998,18498.89384024026,15850
ADC,LCK,BBQ Olivers,Ghost,Varus,4968,9006.697480041736,9350
ADC,LCK,BBQ Olivers,Ghost,Varus,9370,19283.205622326288,16225
ADC,LCK,Jin Air Green Wings,Teddy,Varus,13878,9598.799047948525,9925
ADC,LCK,Samsung Galaxy,Ruler,Varus,6062,8981.799255320357,9325
ADC,LCK,Samsung Galaxy,Ruler,Varus,36902,44075.109958349894,22775
ADC,LCK,Longzhu Gaming,PraY,Varus,38835,26119.908729587016,18050
ADC,LCK,Longzhu Gaming,PraY,Varus,36170,15869.746481307688,13550
ADC,LCK,Jin Air Green Wings,Teddy,Varus,20177,23341.73876763788,17950
ADC,LCK,Jin Air Green Wings,Teddy,Varus,7388,9388.561336999242,9725
ADC,LCK,KT Rolster,Deft,Varus,10859,11651.265620784068,11675
ADC,LCK,Longzhu Gaming,PraY,Varus,19010,15930.3478962954,14500
ADC,LCK,BBQ Olivers,Ghost,Varus,5641,11012.234067334755,10250
ADC,LCK,MVP,MaHa,Varus,12287,17166.64832084769,15175
ADC,LCK,MVP,MaHa,Varus,15020,15206.447659592262,14080
ADC,LCK,Longzhu Gaming,PraY,Varus,33210,21303.922105355407,17125
ADC,LCK,Samsung Galaxy,Ruler,Varus,32242,26264.922158100475,18100
ADC,LCK,Samsung Galaxy,Ruler,Varus,14290,14686.134712705947,12850
ADC,LCK,Afreeca Freecs,Kramer,Varus,24912,16866.271286888266,14100
ADC,LCK,Samsung Galaxy,Ruler,Varus,39868,18893.419698630936,15125
ADC,LCK,Samsung Galaxy,Ruler,Varus,9611,11165.716356248051,10375
ADC,LCK,Ever8 Winners,Deul,Varus,8156,8712.41989401461,9050
ADC,LCK,SK Telecom T1,Bang,Varus,6413,9081.807038584977,9425
ADC,LCK,SK Telecom T1,Bang,Varus,13979,12979.564797489758,12650
ADC,LCK,SK Telecom T1,Bang,Varus,14885,10173.344723522658,10450
ADC,LCK,Samsung Galaxy,Ruler,Varus,23395,23536.392545934916,18025
ADC,LCK,Samsung Galaxy,Ruler,Varus,17716,14742.216298214451,13800
ADC,LCK,Afreeca Freecs,Kramer,Varus,13164,10932.55772746286,11100
ADC,LCK,Jin Air Green Wings,Teddy,Varus,15571,14206.291764621912,12550
ADC,LCK,ROX Tigers,Sangyoon,Varus,55968,36651.93732428858,22025
ADC,LCK,Samsung Galaxy,Ruler,Varus,9172,10842.141846441675,11025
ADC,LCK,Samsung Galaxy,Ruler,Varus,14975,13704.137915378176,12225
ADC,LCK,BBQ Olivers,Ghost,Varus,45872,42423.12044846852,22430
ADC,LCK,KT Rolster,Deft,Varus,8803,11270.581543335818,11375
ADC,LCK,Samsung Galaxy,Ruler,Varus,17388,18601.59665008741,15900
ADC,LCK,Samsung Galaxy,Ruler,Varus,17447,13832.843225500801,13225
ADC,LCK,MVP,MaHa,Xayah,11829,13981.196498962696,11525
ADC,LCK,KT Rolster,Deft,Xayah,8860,11251.46608187198,10450
ADC,LCK,Jin Air Green Wings,Teddy,Xayah,14277,13427.520984788618,11150
ADC,LCK,ROX Tigers,Sangyoon,Xayah,13058,13500.058167674895,11200
ADC,LCK,ROX Tigers,Sangyoon,Xayah,13205,13882.296445620712,12400
ADC,LCK,ROX Tigers,Sangyoon,Xayah,7535,9168.46679411313,8550
ADC,LCK,MVP,MaHa,Xayah,4723,9780.798595258024,9150
ADC,LCK,BBQ Olivers,Ghost,Xayah,3631,8758.070093603132,8125
ADC,LCK,MVP,MaHa,Xayah,9732,8479.487744784814,7825
ADC,LCK,Ever8 Winners,Deul,Xayah,9848,10981.963993261727,10225
ADC,LCK,Longzhu Gaming,PraY,Xayah,40576,54400.21383696345,25075
ADC,LCK,BBQ Olivers,Ghost,Xayah,48626,47498.39480025598,22875
ADC,LCK,Jin Air Green Wings,Teddy,Xayah,11659,14849.39684667498,13025
ADC,LCK,BBQ Olivers,Ghost,Xayah,18310,17578.662916933026,13650
ADC,LCK,ROX Tigers,Sangyoon,Xayah,29370,22004.637156861063,16675
ADC,LCK,BBQ Olivers,Ghost,Xayah,19026,16317.563570694274,13900
ADC,LCK,Afreeca Freecs,Kramer,Xayah,28750,21398.756519849172,15475
ADC,LCK,SK Telecom T1,Bang,Xayah,33606,31117.49548782499,18950
ADC,LCK,SK Telecom T1,Bang,Xayah,21881,13646.31021567099,11300
ADC,LCK,Jin Air Green Wings,Teddy,Xayah,18171,14299.808253099714,12675
ADC,LCK,Afreeca Freecs,Kramer,Xayah,38048,27565.072298589464,17825
ADC,LCK,KT Rolster,Deft,Xayah,16413,21456.478077576747,15500
ADC,LCK,Ever8 Winners,Deul,Xayah,15085,9940.167804548115,9300
ADC,LCK,Jin Air Green Wings,Teddy,Xayah,37118,51363.941082522055,24542
ADC,LCK,Afreeca Freecs,Kramer,Xayah,28532,31148.08203519153,19900
ADC,LCK,Afreeca Freecs,Kramer,Xayah,18854,22161.40227112799,15800
ADC,LCK,KT Rolster,Deft,Xayah,21635,27149.785989404314,18625
ADC,LCK,Afreeca Freecs,Kramer,Xayah,25270,26977.39034983655,17625
ADC,LCK,Afreeca Freecs,Kramer,Xayah,27449,30208.957306375927,18675
ADC,LCK,SK Telecom T1,Bang,Xayah,29053,28317.710384361642,18075
ADC,LCK,SK Telecom T1,Bang,Xayah,16512,28934.59018656249,18275
ADC,LCK,Longzhu Gaming,PraY,Xayah,13959,13868.664417898728,11450
ADC,LCK,Ever8 Winners,Deul,Xayah,42702,27076.7484697511,18600
ADC,LCK,Ever8 Winners,Deul,Xayah,12460,10350.044469525557,9675
ADC,LCK,Afreeca Freecs,Kramer,Xayah,11509,14440.530208403616,11825
ADC,LCK,ROX Tigers,Sangyoon,Xayah,34271,26049.010824065466,17300
ADC,LCK,ROX Tigers,Sangyoon,Xayah,23117,14729.87678057584,12950
ADC,LCK,BBQ Olivers,Ghost,Xayah,14595,13476.974739316382,12125
ADC,LCK,BBQ Olivers,Ghost,Xayah,13958,11970.624696090905,11025
ADC,LCK,Afreeca Freecs,Kramer,Xayah,15426,23451.203578041535,16325
ADC,LCK,Afreeca Freecs,Kramer,Xayah,15786,27149.785989404314,18625
ADC,LCK,Afreeca Freecs,Kramer,Xayah,26932,22221.181009174306,15825
ADC,LCK,Afreeca Freecs,Kramer,Xayah,6436,13000.40972685502,10850
ADC,LCK,MVP,MaHa,Xayah,35398,44809.263717988775,23275
ADC,LCK,MVP,MaHa,Xayah,7675,11312.247938317692,10500
ADC,LCK,Ever8 Winners,Deul,Xayah,24372,27565.072298589464,17825
ADC,LCK,ROX Tigers,Sangyoon,Xayah,15759,19387.817026178847,15500
ADC,LCK,Samsung Galaxy,Ruler,Xayah,17649,19181.854740037237,14460
ADC,LCK,MVP,MaHa,Xayah,36809,62283.19336893892,25390
ADC,LCK,MVP,MaHa,Xayah,39511,20351.063628200554,15950
ADC,LCK,MVP,MaHa,Xayah,16794,21112.469604821526,15350
ADC,LCK,Ever8 Winners,Deul,Xayah,6622,9993.86586026334,9350
ADC,LCK,Ever8 Winners,Deul,Xayah,6416,8924.784052686482,8300
ADC,LCK,KT Rolster,Deft,Xayah,28835,24180.24579480085,17550
ADC,LCK,ROX Tigers,Sangyoon,Xayah,15714,10377.962946413529,9700
ADC,LCK,Jin Air Green Wings,Teddy,Xayah,53747,49633.134214954065,23283
ADC,LCK,ROX Tigers,Sangyoon,Xayah,20304,13083.487219542043,11850
ADC,LCK,ROX Tigers,Sangyoon,Xayah,7027,9368.194876139158,8750
ADC,LCK,MVP,MaHa,Xayah,25263,19006.97212964694,14375
ADC,LCK,MVP,MaHa,Xayah,17974,19368.77873087919,14550
ADC,LCK,Afreeca Freecs,Kramer,Xayah,20147,14889.451992706972,13050
ADC,LCK,Jin Air Green Wings,Teddy,Xayah,17929,29169.369077327538,18350
ADC,LCK,BBQ Olivers,Ghost,Xayah,16519,13048.290424425373,11825
ADC,LCK,SK Telecom T1,Bang,Xayah,29321,21806.091855232025,15650
ADC,LCK,MVP,MaHa,Xayah,15876,19335.66051681873,15475
ADC,LCK,Jin Air Green Wings,Teddy,Xayah,36556,34412.60973613779,20825
ADC,LCK,Afreeca Freecs,Kramer,Xayah,6437,12153.728774724192,10225
ADC,LCK,ROX Tigers,Sangyoon,Xayah,24380,21112.469604821526,15350
ADC,LCK,Jin Air Green Wings,Teddy,Xayah,36372,36281.80914202814,20375
ADC,LCK,Afreeca Freecs,Kramer,Xayah,38492,18156.186624953716,13950
ADC,LCK,MVP,MaHa,Xayah,24773,15997.029247446708,12775
ADC,LCK,MVP,MaHa,Xayah,23217,18702.236215841272,14225
ADC,LCK,BBQ Olivers,Ghost,Xayah,16826,13218.103083093552,11945
ADC,LCK,ROX Tigers,Sangyoon,Xayah,10270,11251.46608187198,10450
ADC,LCK,MVP,MaHa,Xayah,16888,20738.455639540196,16125
ADC,LCK,Jin Air Green Wings,Teddy,Xayah,43345,32414.985347027123,20270
ADC,LCK,BBQ Olivers,Ghost,Xayah,14256,11331.623612006248,9575
ADC,LCK,BBQ Olivers,Ghost,Xayah,18645,16405.713132651894,13950
ADC,LCK,Longzhu Gaming,PraY,Xayah,31831,25220.427067347016,17e3
Support,LCK,KT Rolster,Mata,Alistar,2219,3072.9400450489766,6650
Support,LCK,Longzhu Gaming,GorillA,Alistar,5504,5572.972305406728,11300
Support,LCK,Longzhu Gaming,GorillA,Alistar,2915,3855.1481620616933,8785
Support,LCK,Jin Air Green Wings,SnowFlower,Alistar,2909,4362.969894045513,9950
Support,LCK,Ever8 Winners,Comeback,Alistar,2544,2770.624015086139,5675
Support,LCK,BBQ Olivers,Totoro,Alistar,6668,4007.545181294066,9150
Support,LCK,SK Telecom T1,Wolf,Alistar,4998,4945.280517892754,10175
Support,LCK,Jin Air Green Wings,SnowFlower,Alistar,4798,4126.331400145683,9425
Support,LCK,Afreeca Freecs,TusiN,Alistar,3785,4518.358186130383,9325
Support,LCK,BBQ Olivers,Totoro,Alistar,5412,5799.433005997251,11675
Support,LCK,Afreeca Freecs,TusiN,Alistar,3293,3567.3193791685103,7100
Support,LCK,BBQ Olivers,Totoro,Alistar,1668,2860.332462944811,5975
Support,LCK,BBQ Olivers,Totoro,Alistar,6301,4073.8418308627865,8350
Support,LCK,BBQ Olivers,Totoro,Alistar,3724,3881.856764791862,8850
Support,LCK,SK Telecom T1,Wolf,Alistar,3494,4506.375868448722,9300
Support,LCK,SK Telecom T1,Wolf,Alistar,2454,3634.2491449355066,7275
Support,LCK,KT Rolster,Mata,Alistar,3648,3464.6256448570803,6825
Support,LCK,SK Telecom T1,Wolf,Alistar,5429,4084.6740535683784,8375
Support,LCK,Jin Air Green Wings,SnowFlower,Alistar,8295,4613.179226388713,10475
Support,LCK,Afreeca Freecs,TusiN,Alistar,4099,3446.2742007177008,6775
Support,LCK,Longzhu Gaming,GorillA,Alistar,3145,2822.6062450599898,5850
Support,LCK,Ever8 Winners,Ella,Alistar,1101,3780.1329316058677,8600
Support,LCK,MVP,Max,Alistar,9435,3750.1388010012865,8525
Support,LCK,Afreeca Freecs,TusiN,Alistar,3515,3622.8902504416474,8200
Support,LCK,Afreeca Freecs,TusiN,Alistar,4080,2992.413827964322,6400
Support,LCK,SK Telecom T1,Wolf,Alistar,1539,2683.7290882854163,5375
Support,LCK,SK Telecom T1,Wolf,Alistar,3715,4128.291736799324,8475
Support,LCK,BBQ Olivers,Totoro,Alistar,5906,3692.616086770187,7425
Support,LCK,Ever8 Winners,Ella,Alistar,5006,4854.206281230729,1e4
Support,LCK,SK Telecom T1,Wolf,Alistar,3537,2763.2765459928155,5650
Support,LCK,SK Telecom T1,Wolf,Alistar,4892,5201.1880537075685,10650
Support,LCK,SK Telecom T1,Wolf,Alistar,3106,4284.654305597709,8825
Support,LCK,MVP,Max,Bard,13602,9785.43609622666,9975
Support,LCK,MVP,Max,Bard,3523,4698.100098055623,5170
Support,LCK,BBQ Olivers,Totoro,Bard,7047,6136.861647901826,7200
Support,LCK,MVP,Max,Bard,7109,4716.685367338529,5200
Support,LCK,Samsung Galaxy,CoreJJ,Bard,7116,7135.244748637594,7575
Support,LCK,MVP,Max,Bard,14310,10152.268814851644,11025
Support,LCK,Ever8 Winners,Comeback,Bard,9900,8635.41488770317,9025
Support,LCK,ROX Tigers,Key,Bard,16305,16295.012461026652,13850
Support,LCK,ROX Tigers,Key,Bard,8134,8784.012085449103,9925
Support,LCK,ROX Tigers,Key,Bard,10219,7600.160094701271,8825
Support,LCK,MVP,Max,Blitzcrank,5130,4457.083207142364,6975
Support,LCK,ROX Tigers,Key,Blitzcrank,4526,4702.571048789274,7550
Support,LCK,MVP,Max,Blitzcrank,5131,4103.176668638387,7175
Support,LCK,ROX Tigers,Key,Blitzcrank,5225,5108.3831364931475,9525
Support,LCK,BBQ Olivers,Totoro,Blitzcrank,7216,7945.4725419554925,13175
Support,LCK,Ever8 Winners,Comeback,Blitzcrank,3121,3660.276079726772,5950
Support,LCK,MVP,Max,Blitzcrank,4583,4763.346931176876,8775
Support,LCK,BBQ Olivers,Totoro,Blitzcrank,2647,4864.336253419013,9e3
Support,LCK,ROX Tigers,Key,Blitzcrank,4169,5084.622473266596,9475
Support,LCK,Jin Air Green Wings,SnowFlower,Blitzcrank,4312,4735.572508523975,7625
Support,LCK,MVP,Max,Blitzcrank,2262,4263.9845028806885,6500
Support,LCK,ROX Tigers,Key,Blitzcrank,4880,4209.750344198745,7450
Support,LCK,MVP,Max,Blitzcrank,4394,5108.3831364931475,9525
Support,LCK,Longzhu Gaming,GorillA,Blitzcrank,3749,4648.078895044695,7425
Support,LCK,Longzhu Gaming,GorillA,Blitzcrank,3507,4436.351940471884,6925
Support,LCK,ROX Tigers,Key,Blitzcrank,3050,5204.541336416314,9725
Support,LCK,BBQ Olivers,Totoro,Braum,3643,5857.840056370525,10250
Support,LCK,Kongdoo Monster,GuGer,Braum,6630,4406.0850210092,8425
Support,LCK,BBQ Olivers,Totoro,Braum,2175,3915.3273255375425,7250
Support,LCK,Afreeca Freecs,Tusin,Braum,6664,6742.839160358003,11650
Support,LCK,Jin Air Green Wings,SnowFlower,Braum,6060,5432.534989140286,9500
Support,LCK,BBQ Olivers,Totoro,Braum,2211,3014.9965586066055,4650
Support,LCK,Jin Air Green Wings,SnowFlower,Braum,4861,5000.276925574269,8675
Support,LCK,Jin Air Green Wings,SnowFlower,Braum,5329,4322.215678182431,7225
Support,LCK,SK Telecom T1,Wolf,Braum,2183,3464.8451840767066,5025
Support,LCK,BBQ Olivers,Totoro,Braum,3450,3695.4834313472816,6675
Support,LCK,KT Rolster,Mata,Braum,4824,4110.39081205415,6725
Support,LCK,MVP,Max,Braum,5948,5359.987959797083,10375
Support,LCK,Afreeca Freecs,TusiN,Braum,7101,5896.959141983761,11325
Support,LCK,ROX Tigers,Key,Braum,4014,4529.556676400888,8700
Support,LCK,ROX Tigers,Key,Braum,5012,4876.209969052711,8425
Support,LCK,Afreeca Freecs,TusiN,Braum,4423,3588.8900798454565,5375
Support,LCK,Afreeca Freecs,TusiN,Braum,3405,6052.330928228404,10575
Support,LCK,BBQ Olivers,Totoro,Braum,5317,6914.399355314588,11900
Support,LCK,ROX Tigers,Key,Braum,6755,7750.807836896917,14045
Support,LCK,Afreeca Freecs,TusiN,Braum,7048,4884.16891739535,9450
Support,LCK,Afreeca Freecs,TusiN,Braum,6085,5284.448954235997,9225
Support,LCK,KT Rolster,Mata,Braum,2916,3723.4434057306644,6750
Support,LCK,Longzhu Gaming,GorillA,Braum,7566,4225.576233000672,7e3
Support,LCK,BBQ Olivers,Totoro,Braum,4565,4318.406748326213,8225
Support,LCK,SK Telecom T1,Wolf,Braum,7065,7126.043193186368,12200
Support,LCK,SK Telecom T1,Wolf,Braum,4328,5038.108948730693,8750
Support,LCK,Jin Air Green Wings,SnowFlower,Braum,3066,3418.575031055815,5900
Support,LCK,Ever8 Winners,Ella,Braum,4892,4318.406748326213,8225
Support,LCK,Samsung Galaxy,CoreJJ,Braum,2797,4162.353351726154,6850
Support,LCK,Afreeca Freecs,TusiN,Braum,5539,4225.576233000672,7e3
Support,LCK,KT Rolster,Mata,Braum,3089,5598.820228882839,9800
Support,LCK,KT Rolster,Mata,Braum,5795,4827.449445142086,8325
Support,LCK,KT Rolster,Mata,Braum,4016,4488.217791740007,7600
Support,LCK,BBQ Olivers,Totoro,Braum,3140,4921.122469035196,9525
Support,LCK,Jin Air Green Wings,SnowFlower,Braum,3545,3275.633438019398,5475
Support,LCK,Samsung Galaxy,CoreJJ,Braum,10326,9115.5464741706,14650
Support,LCK,Ever8 Winners,Ella,Braum,5224,7129.624933089436,12205
Support,LCK,ROX Tigers,Key,Braum,3887,3625.1403114718096,5475
Support,LCK,SK Telecom T1,Wolf,Braum,4535,3138.668691720038,5050
Support,LCK,Samsung Galaxy,CoreJJ,Braum,5085,4762.982834756753,9200
Support,LCK,Samsung Galaxy,CoreJJ,Braum,14825,10258.113674478598,15825
Support,LCK,Samsung Galaxy,CoreJJ,Braum,7764,4684.0739561079035,8025
Support,LCK,Afreeca Freecs,TusiN,Braum,4987,5961.776225482513,10425
Support,LCK,Afreeca Freecs,TusiN,Braum,4902,3918.780730465835,6250
Support,LCK,BBQ Olivers,Totoro,Braum,4857,4751.030850134725,9175
Support,LCK,ROX Tigers,Key,Braum,5259,4743.288855590723,8150
Support,LCK,KT Rolster,Mata,Braum,3188,4106.768551748219,7725
Support,LCK,Afreeca Freecs,TusiN,Braum,5003,5799.263548807057,10150
Support,LCK,Longzhu Gaming,GorillA,Braum,4841,5712.495228793692,1e4
Support,LCK,Samsung Galaxy,CoreJJ,Braum,4192,3409.9966343624096,5875
Support,LCK,BBQ Olivers,Totoro,Braum,1768,4089.787887088325,6675
Support,LCK,Longzhu Gaming,GorillA,Braum,4310,4204.395952573182,6950
Support,LCK,Afreeca Freecs,TusiN,Braum,7746,4506.852724246592,8650
Support,LCK,Afreeca Freecs,TusiN,Braum,7828,5351.253645318881,9350
Support,LCK,Jin Air Green Wings,SnowFlower,Braum,12954,9047.09627414444,14575
Support,LCK,Jin Air Green Wings,SnowFlower,Braum,3484,3267.413731621772,5450
Support,LCK,Longzhu Gaming,GorillA,Braum,6141,5741.272787389833,10050
Support,LCK,Samsung Galaxy,CoreJJ,Braum,8267,5902.1603898156045,10325
Support,LCK,Samsung Galaxy,CoreJJ,Braum,4827,4131.0975273702,6775
Support,LCK,BBQ Olivers,Totoro,Braum,5763,5843.140693240098,10225
Support,LCK,BBQ Olivers,Totoro,Braum,4481,5501.211747093547,9625
Support,LCK,Afreeca Freecs,TusiN,Braum,5350,5872.576398120453,10275
Support,LCK,ROX Tigers,Key,Braum,15017,8202.64169711573,13600
Support,LCK,ROX Tigers,Key,Braum,4151,5311.070164992071,9275
Support,LCK,KT Rolster,Mata,Braum,7495,6279.242657936779,11950
Support,LCK,Ever8 Winners,Ella,Braum,2612,3585.727389319674,6375
Support,LCK,Afreeca Freecs,TusiN,Braum,4423,5059.027011217143,9800
Support,LCK,BBQ Olivers,Totoro,Braum,5615,4668.202523941384,9e3
Support,LCK,BBQ Olivers,Totoro,Braum,2410,3401.4397638573023,5850
Support,LCK,ROX Tigers,Key,Braum,4077,4461.78565342376,8550
Support,LCK,ROX Tigers,Key,Braum,5626,5153.966910169495,9985
Support,LCK,Samsung Galaxy,CoreJJ,Braum,5518,4767.183890512084,8200
Support,LCK,BBQ Olivers,Totoro,Braum,3746,3954.8747954477485,7350
Support,LCK,Ever8 Winners,Ella,Braum,926,3275.633438019398,5475
Support,LCK,Afreeca Freecs,TusiN,Braum,4751,3984.797321153646,7425
Support,LCK,KT Rolster,Mata,Braum,3176,4089.787887088325,6675
Support,LCK,Jin Air Green Wings,SnowFlower,Braum,2293,4499.508627712099,7625
Support,LCK,Samsung Galaxy,CoreJJ,Braum,3055,3487.98367438853,6100
Support,LCK,Longzhu Gaming,GorillA,Braum,4822,4110.39081205415,6725
Support,LCK,BBQ Olivers,Totoro,Braum,6996,4439.42139677899,8500
Support,LCK,Ever8 Winners,Ella,Braum,4992,3612.8569510708467,6450
Support,LCK,Samsung Galaxy,CoreJJ,Braum,6535,4815.335691317286,8300
Support,LCK,BBQ Olivers,Totoro,Braum,4736,10917.631257028317,16445
Support,LCK,Jin Air Green Wings,SnowFlower,Braum,9111,5852.677865599649,11250
Support,LCK,KT Rolster,Mata,Braum,10265,10206.695900356879,15775
Support,LCK,ROX Tigers,Key,Braum,7318,4970.829154220679,9625
Support,LCK,Ever8 Winners,Ella,Braum,5788,5122.981974088611,9925
Support,LCK,ROX Tigers,Key,Braum,3791,3751.6149248772813,6825
Support,LCK,ROX Tigers,Key,Braum,5607,8756.369005096107,14250
Support,LCK,Samsung Galaxy,CoreJJ,Braum,4539,5750.64369098623,11075
Support,LCK,MVP,Max,Janna,3625,4091.334943813661,15050
Support,LCK,KT Rolster,Mata,Janna,2380,2048.241233469718,8700
Support,LCK,Jin Air Green Wings,SnowFlower,Karma,5967,5546.195696794898,7125
Support,LCK,Samsung Galaxy,CoreJJ,Karma,12014,9524.025307457085,11300
Support,LCK,ROX Tigers,Key,Karma,8994,7016.714298252428,9360
Support,LCK,BBQ Olivers,Totoro,Karma,2901,4263.302920958978,4625
Support,LCK,KT Rolster,Mata,Karma,5107,5985.871629462353,7850
Support,LCK,Longzhu Gaming,Gorilla,Karma,5816,8755.094970808163,10500
Support,LCK,Jin Air Green Wings,SnowFlower,Karma,3248,4888.275456195622,5925
Support,LCK,Samsung Galaxy,CoreJJ,Karma,6345,7301.785199951969,8775
Support,LCK,Samsung Galaxy,CoreJJ,Karma,5731,6607.154065332424,7825
Support,LCK,Longzhu Gaming,Gorilla,Karma,7799,5125.314151028755,6375
Support,LCK,Longzhu Gaming,Gorilla,Karma,14872,8999.395648626207,11725
Support,LCK,KT Rolster,Mata,Karma,4444,6677.046391764063,7925
Support,LCK,KT Rolster,Mata,Karma,3616,4723.9283393584155,5600
Support,LCK,Jin Air Green Wings,SnowFlower,Karma,4861,4824.39902137185,5800
Support,LCK,SK Telecom T1,Wolf,Karma,6866,6694.6346912415165,7950
Support,LCK,SK Telecom T1,Wolf,Karma,4801,5138.814964848998,6400
Support,LCK,SK Telecom T1,Wolf,Karma,7856,8069.44511646638,9725
Support,LCK,Longzhu Gaming,Gorilla,Karma,9543,7026.65610881738,8410
Support,LCK,Longzhu Gaming,Gorilla,Karma,9021,6650.081962483133,8850
Support,LCK,KT Rolster,Mata,Karma,9261,6650.081962483133,8850
Support,LCK,KT Rolster,Mata,Karma,5274,8505.37510530989,10225
Support,LCK,KT Rolster,Mata,Karma,4531,8483.029586634168,10200
Support,LCK,KT Rolster,Mata,Karma,5460,6334.824594015007,7425
Support,LCK,KT Rolster,Mata,Karma,9596,8394.233038248702,10100
Support,LCK,BBQ Olivers,Totoro,Karma,5198,4811.724248408124,5775
Support,LCK,Afreeca Freecs,TusiN,Karma,10468,10415.142108303548,12150
Support,LCK,Afreeca Freecs,TusiN,Karma,8246,8372.179514588432,10075
Support,LCK,SK Telecom T1,Wolf,Karma,5454,4849.8488167647865,5850
Support,LCK,Afreeca Freecs,TusiN,Karma,5265,8219.418659380692,9900
Support,LCK,Afreeca Freecs,TusiN,Karma,8879,4966.0445408005,6075
Support,LCK,Samsung Galaxy,CoreJJ,Karma,2908,4952.99763344404,6050
Support,LCK,Samsung Galaxy,CoreJJ,Karma,7688,7922.208027856972,9550
Support,LCK,SK Telecom T1,Wolf,Karma,9215,6945.791514870488,8300
Support,LCK,Longzhu Gaming,GorillA,Karma,8584,5165.923375417478,6450
Support,LCK,SK Telecom T1,Wolf,Karma,8797,9424.332082837132,11200
Support,LCK,Samsung Galaxy,CoreJJ,Karma,7353,7868.206843152084,9485
Support,LCK,Jin Air Green Wings,SnowFlower,Karma,5587,8617.988725402112,10350
Support,LCK,BBQ Olivers,Totoro,Karma,5089,4252.102272679389,4600
Support,LCK,Longzhu Gaming,GorillA,Karma,8424,6324.833541758756,7410
Support,LCK,KT Rolster,Mata,Karma,4975,8103.48170740533,9765
Support,LCK,Ever8 Winners,Ella,Karma,4941,7139.605697437707,9525
Support,LCK,SK Telecom T1,Wolf,Karma,9429,7798.144930695032,9400
Support,LCK,Jin Air Green Wings,SnowFlower,Lulu,3058,4402.71372762435,9200
Support,LCK,KT Rolster,Mata,Lulu,9989,6428.2291997549555,11550
Support,LCK,Longzhu Gaming,Gorilla,Lulu,3188,2939.877853771833,5775
Support,LCK,Longzhu Gaming,Gorilla,Lulu,6105,3202.2547817568875,6500
Support,LCK,Kongdoo Monster,GuGer,Lulu,1500,4338.297299556443,9075
Support,LCK,Afreeca Freecs,Tusin,Lulu,4175,4717.0173172719005,8925
Support,LCK,SK Telecom T1,Wolf,Lulu,4603,3155.4023567377712,6375
Support,LCK,SK Telecom T1,Wolf,Lulu,4976,3356.9086417160142,6900
Support,LCK,Kongdoo Monster,GuGer,Lulu,2765,3211.708419979399,6525
Support,LCK,Kongdoo Monster,GuGer,Lulu,6415,7440.479670715804,13650
Support,LCK,Afreeca Freecs,Tusin,Lulu,2537,3929.102590350477,7375
Support,LCK,MVP,Max,Lulu,6251,3635.0104466616144,7575
Support,LCK,Samsung Galaxy,CoreJJ,Lulu,5642,3704.1521691023736,6875
