position,league,team,player,champion,dmgtochamps,predicted,goldspent
Support,LCK,Afreeca Freecs,Tusin,Lulu,4823,4312.795399914083,9025
Support,LCK,Samsung Galaxy,CoreJJ,Lulu,4178,4167.714084283929,7875
Support,LCK,Jin Air Green Wings,SnowFlower,Lulu,5524,7799.819879239826,14050
Support,LCK,Jin Air Green Wings,SnowFlower,Lulu,3481,3971.115209183878,8325
Support,LCK,KT Rolster,Mata,Lulu,4139,3136.8538920576198,6325
Support,LCK,SK Telecom T1,Wolf,Lulu,3118,2628.3345469307596,4825
Support,LCK,Samsung Galaxy,CoreJJ,Lulu,5824,4959.425118930519,9350
Support,LCK,SK Telecom T1,Wolf,Lulu,6809,3788.164655269276,7925
Support,LCK,SK Telecom T1,Wolf,Lulu,3865,4381.893159992134,8300
Support,LCK,SK Telecom T1,Wolf,Lulu,8744,10032.419846350436,15325
Support,LCK,KT Rolster,Mata,Lulu,7785,4499.702813521449,8525
Support,LCK,ROX Tigers,Key,Lulu,6520,5953.953512733754,10900
Support,LCK,Samsung Galaxy,CoreJJ,Lulu,2807,4689.2891801871865,8875
Support,LCK,SK Telecom T1,Wolf,Lulu,6638,4895.6305482978305,10100
Support,LCK,SK Telecom T1,Wolf,Lulu,4751,3628.500834667374,6700
Support,LCK,Samsung Galaxy,CoreJJ,Lulu,8231,5323.004045307657,9950
Support,LCK,Samsung Galaxy,CoreJJ,Lulu,3751,4843.836971596968,9150
Support,LCK,BBQ Olivers,Totoro,Lulu,2222,3018.9181175860267,6e3
Support,LCK,SK Telecom T1,Wolf,Lulu,5165,4717.0173172719005,8925
Support,LCK,ROX Tigers,Key,Lulu,5176,6409.307758167099,11525
Support,LCK,KT Rolster,Mata,Lulu,7362,5842.816987448298,11600
Support,LCK,SK Telecom T1,Wolf,Lulu,6287,4041.9771275159947,8475
Support,LCK,SK Telecom T1,Wolf,Lulu,6899,3678.125750415378,7675
Support,LCK,KT Rolster,Mata,Lulu,8021,8113.893854999501,13525
Support,LCK,SK Telecom T1,Wolf,Lulu,2818,2787.951359772518,5325
Support,LCK,BBQ Olivers,Totoro,Malzahar,9795,9047.900124309057,9550
Support,LCK,ROX Tigers,Key,Malzahar,6185,8314.880375578536,7425
Support,LCK,Jin Air Green Wings,SnowFlower,Malzahar,12039,12191.21394824596,11800
Support,LCK,ROX Tigers,Key,Malzahar,6905,8852.19908080293,9300
Support,LCK,ROX Tigers,Key,Malzahar,7161,7729.868287876645,7750
Support,LCK,BBQ Olivers,Totoro,Malzahar,11177,12932.659459741359,12475
Support,LCK,Longzhu Gaming,GorillA,Morgana,7011,7847.948334041055,9425
Support,LCK,Jin Air Green Wings,SnowFlower,Morgana,8350,9598.605967773157,11675
Support,LCK,Jin Air Green Wings,SnowFlower,Morgana,6308,9199.115440793463,11200
Support,LCK,KT Rolster,Mata,Morgana,2954,5836.999410540314,7250
Support,LCK,Jin Air Green Wings,SnowFlower,Morgana,9574,12323.493613398217,15600
Support,LCK,SK Telecom T1,Wolf,Nami,4062,5460.6906112054385,8975
Support,LCK,SK Telecom T1,Wolf,Nami,3751,5277.542416874134,7225
Support,LCK,SK Telecom T1,Wolf,Nami,5986,6137.652280409427,9175
Support,LCK,Afreeca Freecs,Tusin,Nami,4666,5206.515865966283,7050
Support,LCK,Afreeca Freecs,Tusin,Nami,5113,5202.730976812056,8350
Support,LCK,Kongdoo Monster,GuGer,Nami,5682,5938.971806793101,8750
Support,LCK,BBQ Olivers,Totoro,Nami,7132,9180.304258199174,14375
Support,LCK,Samsung Galaxy,CoreJJ,Nami,6039,5496.488726959494,7750
Support,LCK,MVP,Max,Nami,6214,4213.089959164304,5625
Support,LCK,Kongdoo Monster,GuGer,Nami,6987,6294.057485596958,9500
Support,LCK,Kongdoo Monster,GuGer,Nami,6211,6454.44834964753,9825
Support,LCK,Longzhu Gaming,Gorilla,Nami,4303,4456.352391451383,6350
Support,LCK,Afreeca Freecs,TusiN,Nami,4885,4995.486169021832,7825
Support,LCK,Jin Air Green Wings,SnowFlower,Rakan,3319,4210.048883922541,6425
Support,LCK,ROX Tigers,Key,Rakan,3116,3605.5468522633205,5775
Support,LCK,Ever8 Winners,Comeback,Rakan,2116,3546.5499066990715,5575
Support,LCK,Jin Air Green Wings,SnowFlower,Rakan,3036,4131.264039126323,7425
Support,LCK,KT Rolster,Mata,Rakan,4075,4581.50443190748,7450
Support,LCK,Jin Air Green Wings,SnowFlower,Rakan,3926,5314.883154365066,9250
Support,LCK,Jin Air Green Wings,SnowFlower,Rakan,7603,4367.823257655551,8100
Support,LCK,BBQ Olivers,Totoro,Rakan,3203,3875.415884175957,6650
Support,LCK,Afreeca Freecs,TusiN,Rakan,4151,5325.855200386788,9275
Support,LCK,Afreeca Freecs,TusiN,Rakan,9349,5975.872798640818,11900
Support,LCK,Afreeca Freecs,TusiN,Rakan,6025,5260.36105480059,9125
Support,LCK,MVP,Max,Rakan,6025,5247.359193276754,9095
Support,LCK,ROX Tigers,Key,Rakan,7773,5271.220545387272,9150
Support,LCK,Ever8 Winners,Comeback,Rakan,6515,5892.171714047801,10500
Support,LCK,MVP,Max,Rakan,8608,4922.795534800608,9550
Support,LCK,Longzhu Gaming,GorillA,Rakan,5756,4562.646729114947,7400
Support,LCK,MVP,Max,Rakan,5019,3956.1673071419814,6900
Support,LCK,ROX Tigers,Key,Rakan,2456,3665.525213478695,5975
Support,LCK,ROX Tigers,Key,Rakan,6217,6152.954418954614,11025
Support,LCK,BBQ Olivers,Totoro,Rakan,6226,4323.016459910922,7975
Support,LCK,BBQ Olivers,Totoro,Rakan,2848,3575.9267124052767,5675
Support,LCK,SK Telecom T1,Wolf,Rakan,12529,4862.257973166572,9400
Support,LCK,KT Rolster,Mata,Rakan,5348,4863.864658292777,8175
Support,LCK,KT Rolster,Mata,Rakan,6108,4124.115349837803,6175
Support,LCK,Afreeca Freecs,TusiN,Rakan,8027,5314.883154365066,9250
Support,LCK,MVP,Max,Rakan,5276,6370.389432582785,12675
Support,LCK,MVP,Max,Rakan,2891,4072.0539039922164,7250
Support,LCK,Ever8 Winners,Ella,Rakan,6321,5689.179360631206,10075
Support,LCK,Samsung Galaxy,CoreJJ,Rakan,5218,5963.561620642224,11875
Support,LCK,MVP,Max,Rakan,6130,5617.361072813195,11150
Support,LCK,Ever8 Winners,Ella,Rakan,2200,3827.7583639138734,6500
Support,LCK,KT Rolster,Mata,Rakan,7736,4413.094464717774,8225
Support,LCK,ROX Tigers,Key,Rakan,2271,3531.9521288133546,5525
Support,LCK,Jin Air Green Wings,SnowFlower,Rakan,7415,8078.064499185515,14325
Support,LCK,KT Rolster,Mata,Rakan,4140,4210.048883922541,6425
Support,LCK,ROX Tigers,Key,Rakan,4920,4148.338810423033,7475
Support,LCK,MVP,Max,Rakan,4567,5470.570129560512,9600
Support,LCK,Afreeca Freecs,TusiN,Rakan,7658,4088.8839561167097,7300
Support,LCK,Jin Air Green Wings,SnowFlower,Rakan,6972,7108.501199766671,12775
Support,LCK,BBQ Olivers,Totoro,Rakan,3809,4505.049410550689,8475
Support,LCK,MVP,Max,Rakan,5739,5890.225347255324,11725
Support,LCK,MVP,Max,Rakan,7769,6465.154401904357,11625
Support,LCK,Afreeca Freecs,TusiN,Rakan,4151,4124.115349837803,6175
Support,LCK,KT Rolster,Mata,Rakan,3722,4883.967313526612,8225
Support,LCK,Samsung Galaxy,CoreJJ,Rakan,7537,5940.977789863688,10600
Support,LCK,Jin Air Green Wings,SnowFlower,Rakan,5864,6346.264956960559,11400
Support,LCK,Afreeca Freecs,TusiN,Rakan,10355,5347.867291273447,9325
Support,LCK,KT Rolster,Mata,Rakan,5769,4657.717871639725,7650
Support,LCK,BBQ Olivers,Totoro,Rakan,1621,4579.991019108487,8675
Support,LCK,MVP,Max,Rakan,4163,4367.823257655551,8100
Support,LCK,MVP,Max,Rakan,5042,5902.385129834058,11750
Support,LCK,Afreeca Freecs,TusiN,Rakan,9203,6920.457499879372,12450
Support,LCK,BBQ Olivers,Totoro,Rakan,6634,4283.615286803334,6635
Support,LCK,BBQ Olivers,Totoro,Rakan,5163,4385.87574291976,8150
Support,LCK,Longzhu Gaming,GorillA,Rakan,5526,6307.122984881555,11325
Support,LCK,ROX Tigers,Key,Tahm Kench,3460,5026.393303131409,10900
Support,LCK,KT Rolster,Mata,Tahm Kench,3566,3433.648410343045,7225
Support,LCK,Jin Air Green Wings,SnowFlower,Tahm Kench,4395,4374.5569548018875,9075
Support,LCK,MVP,Max,Tahm Kench,2046,4187.245165411748,8500
Support,LCK,MVP,Max,Tahm Kench,4572,3922.827523657117,8975
Support,LCK,SK Telecom T1,Wolf,Tahm Kench,3664,3714.234660587546,6925
Support,LCK,Ever8 Winners,Ella,Tahm Kench,3898,5007.302166715378,10850
Support,LCK,BBQ Olivers,Totoro,Tahm Kench,3314,3705.1789606946672,8225
Support,LCK,Jin Air Green Wings,SnowFlower,Tahm Kench,4470,4044.0876536956816,9375
Support,LCK,Longzhu Gaming,GorillA,Tahm Kench,5526,3607.783859011445,7875
Support,LCK,Afreeca Freecs,TusiN,Tahm Kench,5959,4424.784051567341,9225
Support,LCK,Ever8 Winners,Comeback,Tahm Kench,2510,3712.2355332480147,8250
Support,LCK,Samsung Galaxy,CoreJJ,Tahm Kench,3272,4509.780678506642,9475
Support,LCK,Jin Air Green Wings,SnowFlower,Tahm Kench,3378,3255.5057533605705,6525
Support,LCK,SK Telecom T1,Wolf,Tahm Kench,3115,4366.2413783079455,9050
Support,LCK,SK Telecom T1,Wolf,Tahm Kench,4540,4587.6727278648605,9700
Support,LCK,BBQ Olivers,Totoro,Tahm Kench,4407,3580.4298949681433,7775
Support,LCK,Afreeca Freecs,TusiN,Tahm Kench,8466,6424.71065233127,14125
Support,LCK,MVP,Max,Tahm Kench,5277,3206.3268659223772,6325
Support,LCK,Jin Air Green Wings,SnowFlower,Tahm Kench,4929,4484.111666449399,9400
Support,LCK,Afreeca Freecs,TusiN,Tahm Kench,4477,4711.5207379677,10050
Support,LCK,Afreeca Freecs,TusiN,Tahm Kench,3448,3337.0353797344387,6850
Support,LCK,Ever8 Winners,Ella,Tahm Kench,6350,4629.033083798158,11150
Support,LCK,Ever8 Winners,Ella,Tahm Kench,3640,4826.914831496007,11700
Support,LCK,SK Telecom T1,Wolf,Tahm Kench,5803,3383.5996016174768,5700
Support,LCK,Longzhu Gaming,GorillA,Tahm Kench,5063,4407.977934169539,9175
Support,LCK,Ever8 Winners,Ella,Tahm Kench,888,2920.904923243111,5100
Support,LCK,Samsung Galaxy,CoreJJ,Tahm Kench,4526,3887.7771060631612,7525
Support,LCK,MVP,Max,Tahm Kench,5374,3098.373569959945,5875
Support,LCK,ROX Tigers,Key,Tahm Kench,4414,6033.711578786877,13300
Support,LCK,MVP,Max,Tahm Kench,4479,5100.741638226281,12425
Support,LCK,Samsung Galaxy,CoreJJ,Tahm Kench,6158,3679.0667526011953,6800
Support,LCK,Jin Air Green Wings,SnowFlower,Tahm Kench,10266,5081.368113600256,12375
Support,LCK,Afreeca Freecs,TusiN,Tahm Kench,4222,3885.684572280844,8850
Support,LCK,Ever8 Winners,Ella,Tahm Kench,2822,2937.6254577145837,5175
Support,LCK,Ever8 Winners,Ella,Tahm Kench,6690,5071.708962815576,12350
Support,LCK,Longzhu Gaming,GorillA,Tahm Kench,5020,3311.734211661273,6750
Support,LCK,KT Rolster,Mata,Tahm Kench,3119,2887.7488251120753,4950
Support,LCK,Afreeca Freecs,TusiN,Tahm Kench,2589,3427.1214028530126,7200
Support,LCK,Samsung Galaxy,CoreJJ,Tahm Kench,3780,4208.948165129598,9900
Support,LCK,Samsung Galaxy,CoreJJ,Tahm Kench,6659,5064.794217467025,11e3
Support,LCK,Samsung Galaxy,CoreJJ,Tahm Kench,3158,4259.566444504906,8725
Support,LCK,Samsung Galaxy,CoreJJ,Tahm Kench,3226,4053.971668616643,8075
Support,LCK,Samsung Galaxy,CoreJJ,Tahm Kench,6270,4978.801335110797,10775
Support,LCK,Samsung Galaxy,CoreJJ,Tahm Kench,3469,3747.7204989841216,8375
Support,LCK,Samsung Galaxy,CoreJJ,Tahm Kench,3005,4036.400264874361,9350
Support,LCK,MVP,Max,Tahm Kench,7199,4518.369627892126,9500
Support,LCK,BBQ Olivers,Totoro,Taric,2329,2745.715856562788,8675
Support,LCK,MVP,Max,Taric,10337,9085.645052318994,14700
Support,LCK,Samsung Galaxy,CoreJJ,Taric,1971,1179.849160974739,5225
Support,LCK,ROX Tigers,Key,Taric,1722,1495.3680348890416,6325
Support,LCK,MVP,Max,Taric,4263,1895.2639318067775,7425
Support,LCK,MVP,Max,Taric,2954,2775.4528033968722,8725
Support,LCK,Longzhu Gaming,GorillA,Taric,3319,2532.6121208299196,8300
Support,LCK,Samsung Galaxy,CoreJJ,Taric,1030,1305.737908662904,5225
Support,LCK,BBQ Olivers,Totoro,Taric,1647,2826.395608185594,9280
Support,LCK,Longzhu Gaming,GorillA,Taric,3766,5590.110676075429,11975
Support,LCK,MVP,Max,Thresh,6229,6060.673588310529,12500
Support,LCK,ROX Tigers,Key,Thresh,1993,3768.215927413274,8200
Support,LCK,Afreeca Freecs,Tusin,Thresh,3330,3682.724240233344,7075
Support,LCK,Jin Air Green Wings,SnowFlower,Thresh,3219,2772.971383039276,5425
Support,LCK,MVP,Max,Thresh,4227,3309.3282650659353,7025
Support,LCK,MVP,Max,Thresh,5732,4700.335489442409,10200
Support,LCK,Longzhu Gaming,GorillA,Thresh,2183,3630.1924604264314,6945
Support,LCK,Afreeca Freecs,TusiN,Thresh,4601,4150.809019221843,9075
Support,LCK,Ever8 Winners,Ella,Thresh,6338,5625.009127358507,11825
Support,LCK,Ever8 Winners,Ella,Thresh,4748,3665.5288867683066,7950
Support,LCK,BBQ Olivers,Totoro,Thresh,2367,3228.0527842514707,6800
Support,LCK,BBQ Olivers,Totoro,Thresh,2631,3744.283129485522,7225
Support,LCK,Longzhu Gaming,GorillA,Thresh,4229,4657.596308212459,9200
Support,LCK,ROX Tigers,Key,Thresh,4979,3726.8003456318497,8100
Support,LCK,KT Rolster,Mata,Thresh,1604,3507.0182924161145,7550
Support,LCK,KT Rolster,Mata,Thresh,5247,3978.934381747004,7775
Support,LCK,ROX Tigers,Key,Thresh,4083,3526.451035265827,7600
Support,LCK,Ever8 Winners,Comeback,Thresh,4472,4147.30025916451,8150
Support,LCK,SK Telecom T1,Wolf,Thresh,4097,3455.9797651433955,6500
Support,LCK,Ever8 Winners,Comeback,Thresh,1051,2342.8833559025766,3900
Support,LCK,ROX Tigers,Key,Thresh,2658,4329.962436088176,8540
Support,LCK,ROX Tigers,Key,Thresh,3473,4135.85748646297,8125
Support,LCK,KT Rolster,Mata,Thresh,5653,5436.9707576318915,10600
Support,LCK,Samsung Galaxy,CoreJJ,Thresh,4047,3183.7654119990266,6675
Support,LCK,KT Rolster,Mata,Thresh,4504,4344.342179368374,8570
Support,LCK,KT Rolster,Mata,Thresh,2406,2858.5410658265155,5700
Support,LCK,KT Rolster,Mata,Thresh,3173,4801.322652120111,9475
Support,LCK,Longzhu Gaming,GorillA,Thresh,4377,4170.280869112046,8200
Support,LCK,Longzhu Gaming,GorillA,Thresh,3150,3536.207749023913,7625
Support,LCK,Longzhu Gaming,GorillA,Thresh,6624,7173.244190747443,14025
Support,LCK,BBQ Olivers,Totoro,Thresh,2604,3747.4509230541275,8150
Support,LCK,ROX Tigers,Key,Thresh,3614,3004.297094786171,6150
Support,LCK,ROX Tigers,Key,Thresh,3348,2827.123508136671,5600
Support,LCK,Ever8 Winners,Comeback,Thresh,8311,5008.721294836728,10775
Support,LCK,ROX Tigers,Key,Thresh,7721,4425.585584777668,9655
Support,LCK,Longzhu Gaming,GorillA,Thresh,3241,4788.075373085139,9450
Support,LCK,Longzhu Gaming,GorillA,Thresh,5908,3552.7964444205763,6750
Support,LCK,MVP,Max,Thresh,8609,4534.506013791774,9875
Support,LCK,Ever8 Winners,Ella,Thresh,3831,3148.77338942562,6575
Support,LCK,ROX Tigers,Key,Thresh,6551,5163.282822225848,11050
Support,LCK,MVP,Max,Thresh,5066,5456.625943202922,11550
Support,LCK,KT Rolster,Mata,Thresh,2904,4456.185166226288,8800
Support,LCK,Longzhu Gaming,GorillA,Thresh,7438,4193.388816942195,8250
Support,LCK,KT Rolster,Mata,Thresh,2578,3001.75750368532,5225
Support,LCK,SK Telecom T1,Wolf,Thresh,2632,5362.378065392278,10475
Support,LCK,Longzhu Gaming,GorillA,Thresh,6412,7051.412998587882,13870
Support,LCK,Jin Air Green Wings,SnowFlower,Thresh,1471,2616.6594556849927,4900
Support,LCK,KT Rolster,Mata,Thresh,4570,3957.008199337799,7725
Support,LCK,Longzhu Gaming,GorillA,Thresh,2867,3726.8003456318497,8100
Support,LCK,Afreeca Freecs,TusiN,Thresh,3614,3605.2647777284856,7800
Support,LCK,Jin Air Green Wings,SnowFlower,Thresh,3591,3703.1305875003704,7125
Support,LCK,BBQ Olivers,Totoro,Thresh,4553,3672.563274359135,7050
Support,LCK,Ever8 Winners,Comeback,Thresh,1511,2719.856514589539,5250
Support,LCK,SK Telecom T1,Wolf,Thresh,5466,4895.08554721555,9650
Support,LCK,MVP,Max,Thresh,4167,5573.862079439438,10825
Support,LCK,Ever8 Winners,Ella,Thresh,5919,4832.01186039986,10450
Support,LCK,Ever8 Winners,Ella,Thresh,2072,2906.323251354172,5850
Support,LCK,KT Rolster,Mata,Thresh,3740,4493.274685784016,8875
Support,LCK,KT Rolster,Mata,Thresh,9434,7750.205032300655,14725
Support,LCK,SK Telecom T1,Wolf,Thresh,2147,2580.7601135375703,4775
Support,LCK,Jin Air Green Wings,SnowFlower,Thresh,4258,4326.447653957737,9450
Support,LCK,SK Telecom T1,Wolf,Thresh,3903,3497.3421149819856,7525
Support,LCK,MVP,Max,Thresh,1254,3174.9811182011454,6650
Support,LCK,Ever8 Winners,Ella,Thresh,5534,5939.559368576716,11400
Support,LCK,Jin Air Green Wings,SnowFlower,Thresh,2667,3562.6260486323768,6775
Support,LCK,KT Rolster,Mata,Thresh,3884,4012.051669082649,7850
Support,LCK,Ever8 Winners,Ella,Thresh,4242,4735.450754164812,9350
Support,LCK,Longzhu Gaming,GorillA,Thresh,5285,4181.818881783667,8225
Support,LCK,MVP,Max,Thresh,4987,5452.013350556858,10625
Support,LCK,Longzhu Gaming,GorillA,Thresh,3194,3765.030580780303,7275
Support,LCK,KT Rolster,Mata,Thresh,4863,3870.5050867032446,7525
Support,LCK,Afreeca Freecs,TusiN,Thresh,3957,2772.971383039276,5425
Support,LCK,ROX Tigers,Key,Thresh,8658,5278.678623427475,11250
Support,LCK,Afreeca Freecs,TusiN,Thresh,2419,2772.971383039276,5425
Support,LCK,Jin Air Green Wings,SnowFlower,Thresh,2928,3062.9666768459297,6325
Support,LCK,Longzhu Gaming,GorillA,Thresh,5946,6094.256393279745,12550
Support,LCK,Jin Air Green Wings,SnowFlower,Thresh,2732,3166.22106105626,6625
Support,LCK,KT Rolster,Mata,Thresh,5016,5060.101721781021,9950
Support,LCK,KT Rolster,Mata,Thresh,7493,6440.491192338931,13050
Support,LCK,BBQ Olivers,Totoro,Thresh,2758,3166.22106105626,6625
Support,LCK,MVP,Max,Thresh,6467,6615.319928846872,12375
Support,LCK,Ever8 Winners,Ella,Thresh,3337,2727.381604605123,5275
Support,LCK,Ever8 Winners,Ella,Thresh,3626,2866.4498576021856,5725
Support,LCK,Longzhu Gaming,GorillA,Thresh,10798,6908.707283190402,13685
Support,LCK,ROX Tigers,Key,Thresh,4315,5698.434043166772,11025
Support,LCK,ROX Tigers,Key,Thresh,2603,2788.336697766246,5475
Support,LCK,MVP,Max,Thresh,5603,4761.690365455736,9400
Support,LCK,ROX Tigers,Key,Thresh,3206,4480.877338666118,8850
Support,LCK,BBQ Olivers,Totoro,Thresh,7493,6825.228147388829,13575
Support,LCK,Ever8 Winners,Ella,Thresh,3521,3652.3253703031273,7e3
Support,LCK,Jin Air Green Wings,SnowFlower,Thresh,4487,4127.935710197513,9025
Support,LCK,Samsung Galaxy,CoreJJ,Zyra,11831,14070.572600891917,9625
Support,LCK,Kongdoo Monster,GuGer,Zyra,8111,11530.418881814538,8275
Support,LCK,BBQ Olivers,Totoro,Zyra,7233,6126.856788839624,4675
Support,LCK,BBQ Olivers,Totoro,Zyra,15429,15949.745556071693,10475
Support,LCK,ROX Tigers,Key,Zyra,13845,14870.661756947437,1e4
Support,LCK,ROX Tigers,Key,Zyra,11654,10323.050139164709,7525
Support,LCK,Kongdoo Monster,GuGer,Zyra,8272,9982.544036304103,7985
Support,LCK,Kongdoo Monster,GuGer,Zyra,6470,9310.50973421237,6825
Support,LCK,Kongdoo Monster,GuGer,Zyra,15005,18280.979088252403,11400
Support,LCK,ROX Tigers,Key,Zyra,9588,10041.606774980733,8025
Support,LCK,ROX Tigers,Key,Zyra,13032,16671.265902559095,10775
Support,LCK,Kongdoo Monster,GuGer,Zyra,13615,9225.179113397415,7450
Support,LCK,Afreeca Freecs,Tusin,Zyra,14119,17522.242479805922,11800
Support,LCK,ROX Tigers,Key,Zyra,11136,13181.788795233253,9870
Support,LCK,MVP,Max,Zyra,10279,8475.130681904959,6875
Support,LCK,BBQ Olivers,Totoro,Zyra,5673,7163.579589806067,5735
Support,LCK,Jin Air Green Wings,SnowFlower,Zyra,8004,11831.879264632607,8450
Support,LCK,Jin Air Green Wings,SnowFlower,Zyra,15152,15832.565352070847,10425
Support,LCK,Jin Air Green Wings,SnowFlower,Zyra,7965,7084.780272942428,5660
Support,LCK,Longzhu Gaming,GorillA,Zyra,13543,16794.653508798103,10825
Support,LCK,Samsung Galaxy,CoreJJ,Zyra,10894,10790.035062970044,7825
Support,LCK,Samsung Galaxy,CoreJJ,Zyra,10868,9518.770765712581,6975
Support,LCK,Longzhu Gaming,GorillA,Zyra,14915,14707.084599317306,9925
Support,LCK,Longzhu Gaming,GorillA,Zyra,6296,8506.435992199393,6900
Support,LCK,Afreeca Freecs,TusiN,Zyra,10220,8078.492931903308,6550
Support,LCK,KT Rolster,Mata,Zyra,6217,8459.434851641918,6175
Support,LCK,Samsung Galaxy,CoreJJ,Zyra,13059,11113.036364026635,8025
Support,LCK,Longzhu Gaming,GorillA,Zyra,23581,17881.009842699485,11250
Support,LCK,Ever8 Winners,Comeback,Zyra,11960,11109.053232776017,8710
Support,LCK,BBQ Olivers,Totoro,Zyra,5156,8150.294716032171,6610
Support,LCK,Jin Air Green Wings,SnowFlower,Zyra,9132,9912.756825306793,7250
Support,LCK,KT Rolster,Mata,Zyra,7886,11831.879264632607,8450
Support,LCK,Longzhu Gaming,GorillA,Zyra,14490,12385.371635998205,8760
Support,LCK,Samsung Galaxy,CoreJJ,Zyra,11127,9821.906622897028,7875
Support,LCK,Samsung Galaxy,CoreJJ,Zyra,10551,9607.013286884418,7725
Support,LCK,Afreeca Freecs,TusiN,Zyra,23638,17329.497955923955,11725
Support,LCK,SK Telecom T1,Wolf,Zyra,20223,18348.50509396529,11425
Support,LCK,BBQ Olivers,Totoro,Zyra,7112,7100.470485998383,5675
Support,LCK,Samsung Galaxy,CoreJJ,Zyra,6605,7153.022587414004,5725
Support,LCK,KT Rolster,Mata,Zyra,17456,14920.241157880833,10710
Support,LCK,Longzhu Gaming,GorillA,Zyra,19589,14980.722706614017,10050
Support,LCK,BBQ Olivers,Totoro,Zyra,5256,8228.800322927527,6675
Support,LCK,Longzhu Gaming,GorillA,Zyra,14293,12114.392290459427,8610
Support,LCK,Jin Air Green Wings,SnowFlower,Zyra,18344,17815.204308864064,11225
Support,LCK,Longzhu Gaming,GorillA,Zyra,16067,11357.5447709726,8860
Support,LCK,KT Rolster,Mata,Zyra,10335,11744.95235905476,8400
Support,LCK,Jin Air Green Wings,SnowFlower,Zyra,15216,10093.573259556959,8060
Support,LCK,Ever8 Winners,Ella,Zyra,6651,7022.365368760166,5600
Support,LCK,SK Telecom T1,Wolf,Zyra,8378,7048.304476382354,5625
Support,LCK,SK Telecom T1,Wolf,Zyra,10234,8228.800322927527,6675
Support,LCK,Samsung Galaxy,CoreJJ,Zyra,13531,12069.809011395304,8585
Support,LCK,KT Rolster,Mata,Zyra,6951,8522.044939116946,6225
Support,LCK,Samsung Galaxy,CoreJJ,Zyra,15903,12186.068326495477,8650
Support,LCK,KT Rolster,Mata,Zyra,8402,8761.077416142894,7100
Support,LCK,Afreeca Freecs,TusiN,Zyra,33970,24917.426536635583,13500
Support,LCK,Samsung Galaxy,CoreJJ,Zyra,9131,11174.781077867012,8750
