position,team,player,dmg_performance
Top,J Team,Morning,26.17
Top,Hong Kong Esports,MapleSnow,14.67
Top,Flash Wolves,Moonblackk,14.31
Top,Hong Kong Attitude,Riris,6.46
Top,Wayi Spider,Nexus,5.95
Top,AHQ e-Sports Club,Ziv,5.54
Top,Raise Gaming,Pk,4.09
Top,Hong Kong Attitude,MapleSnow,2.32
Top,Fire Ball,Ninuo,-2.68
Top,Flash Wolves,MMD,-4.45
Top,eXtreme Gamers,Nexus,-9.24
Top,Machi 17,3z,-12.54
Top,J Team,Rest,-12.88
Top,Wayi Spider,Rins,-24.86
Top,Machi 17,BoBo,-37.81
Jungle,J Team,Alex,20.23
Jungle,Flash Wolves,Karsa,16.63
Jungle,Hong Kong Attitude,GodKwai,10.45
Jungle,J Team,REFRA1N,6.2
Jungle,Wayi Spider,Epic,2.68
Jungle,Machi 17,Taizan,2.43
Jungle,Fire Ball,Wulala,2.09
Jungle,Fire Ball,Wind,0.57
Jungle,J Team,Breaker,-5.85
Jungle,AHQ e-Sports Club,Mountain,-8.53
Jungle,Hong Kong Attitude,Gemini,-9.08
Jungle,Raise Gaming,Laba,-9.41
Jungle,Flash Wolves,REFRA1N,-22.51
Jungle,Hong Kong Esports,Wulala,-34.25
Jungle,Hong Kong Esports,Gemini,-35.82
Jungle,eXtreme Gamers,Pony,-38.02
Jungle,Hong Kong Attitude,once1,-39.95
Middle,Fire Ball,M1ssion,44.06
Middle,Fire Ball,MarS,35.22
Middle,J Team,FoFo,24.25
Middle,Wayi Spider,Wako,12.73
Middle,Flash Wolves,Maple,5.02
Middle,Hong Kong Attitude,M1ssion,3.74
Middle,Machi 17,Apex,0.86
Middle,J Team,Fofo,-1.35
Middle,eXtreme Gamers,SiuSiu,-1.74
Middle,AHQ e-Sports Club,Chawy,-2.47
Middle,Raise Gaming,wuji,-4.79
Middle,Hong Kong Esports,Gear,-10.52
Middle,AHQ e-Sports Club,Westdoor,-17.53
Middle,Fire Ball,KuKu,-18.85
Middle,Fire Ball,Wind,-27.77
Middle,Fire Ball,Wulala,-47.51
Middle,Hong Kong Esports,KuKu,-47.76
Middle,eXtreme Gamers,Chingz,-69.09
ADC,Flash Wolves,Madnesss,33.14
ADC,J Team,Bebe,16.5
ADC,Hong Kong Attitude,GodKwai,15.16
ADC,Wayi Spider,Breeze,14.73
ADC,Fire Ball,Unified,13.1
ADC,Flash Wolves,Betty,11.76
ADC,J Team,BeBe,11.18
ADC,Raise Gaming,LilV,3.7
ADC,Hong Kong Attitude,Unified,2.35
ADC,Machi 17,Dee,-8.74
ADC,AHQ e-Sports Club,An,-11.23
ADC,eXtreme Gamers,LBB,-31.57
ADC,AHQ e-Sports Club,LBB,-31.73
ADC,Fire Ball,Enzz,-32.81
ADC,Hong Kong Esports,GodKwai,-36.43
ADC,Hong Kong Attitude,DANDAN,-39.71
ADC,Raise Gaming,Ran,-51.82
Support,Raise Gaming,Koala,6.64
Support,Flash Wolves,SwordArt,5.53
Support,J Team,Jay,5.26
Support,Hong Kong Attitude,Kaiwing,2.45
Support,Wayi Spider,K,0.76
Support,AHQ e-Sports Club,Albis,-2.01
Support,Fire Ball,SkuLL,-6.66
Support,eXtreme Gamers,SuKi,-6.74
Support,Machi 17,Dreamer,-7.35
Support,Wayi Spider,Zest,-20.24
Support,Hong Kong Esports,Veki,-30.59
