league,team,player,champion,dmgtochamps,predicted,goldspent
EULCS,Splyce,Kobbe,Ashe,5470,7476.948273192321,7575
EULCS,Vitality,Steeelback,Ashe,7503,15776.715457841176,12e3
EULCS,G2 Esports,Zven,Ashe,12445,13276.08489840741,13420
EULCS,Giants,HeaQ,Ashe,14566,15407.097359252417,11050
EULCS,Misfits,Hans Sama,Ashe,14078,17668.31598893789,12575
EULCS,Origen,Tabzz,Ashe,14400,11138.469619005227,10775
EULCS,H2K,Nuclear,Ashe,22477,17088.401718321205,13375
EULCS,Vitality,Steeelback,Ashe,6871,10856.555331460222,13325
EULCS,Vitality,Steeelback,Ashe,22134,24098.84674348617,14950
EULCS,Giants,HeaQ,Ashe,3746,7599.198099407534,8625
EULCS,Origen,Tabzz,Ashe,8670,10073.447526133257,10550
EULCS,Origen,Tabzz,Ashe,7073,8631.868998017166,10275
EULCS,Giants,HeaQ,Ashe,9254,15556.264120135818,12425
EULCS,Giants,HeaQ,Ashe,10997,17263.68337669226,13125
EULCS,G2 Esports,Zven,Ashe,22565,20995.93037841516,14925
EULCS,H2K,Nuclear,Ashe,15404,10416.33778680366,10600
EULCS,Misfits,Hans Sama,Ashe,7076,12117.2455827819,9100
EULCS,Ninjas in Pyjamas,HeaQ,Ashe,18301,13734.921737923527,10650
EULCS,Misfits,Hans Sama,Ashe,13153,11805.18820044156,11095
EULCS,Ninjas in Pyjamas,HeaQ,Ashe,12678,29833.216663662803,17050
EULCS,Ninjas in Pyjamas,HeaQ,Ashe,26385,22786.073488376693,14575
EULCS,Mysterious Monkeys,Yuuki60,Ashe,10315,6950.422216243828,9275
EULCS,Mysterious Monkeys,Yuuki60,Ashe,13974,15099.514743229796,13175
EULCS,Misfits,Hans Sama,Ashe,14053,16591.48083848129,11875
EULCS,Misfits,Hans Sama,Ashe,6597,5398.821500005681,7950
EULCS,H2K,Nuclear,Ashe,21873,10239.093265405365,12075
EULCS,H2K,Nuclear,Ashe,7063,8065.209039231685,8725
EULCS,Vitality,Steeelback,Ashe,9653,18129.292074866447,12800
EULCS,H2K,Nuclear,Ashe,23591,23771.29117212943,15400
EULCS,H2K,Nuclear,Ashe,18476,32245.468806435056,18250
EULCS,H2K,Nuclear,Ashe,15857,16757.391232630966,14180
EULCS,G2 Esports,Zven,Ashe,12867,15164.59911215782,14325
EULCS,Vitality,Steeelback,Ashe,19292,15496.040654304257,13875
EULCS,Ninjas in Pyjamas,HeaQ,Ashe,19363,19645.16228764585,14950
EULCS,Ninjas in Pyjamas,HeaQ,Ashe,9456,9653.295621016203,8275
EULCS,Vitality,Steeelback,Ashe,17244,14918.68424378931,11850
EULCS,H2K,Nuclear,Ashe,18209,14695.599091112368,12825
EULCS,Vitality,Steeelback,Ashe,21120,19502.260813769368,14550
EULCS,Fnatic,Rekkles,Ashe,14862,12208.357180279067,13100
EULCS,Fnatic,Rekkles,Ashe,14847,16640.41238376523,11650
EULCS,Misfits,Hans Sama,Ashe,5132,10178.46296979271,7900
EULCS,Giants,HeaQ,Caitlyn,11218,14484.614352826055,12475
EULCS,Unicorns of Love,Samux,Caitlyn,4522,7806.598292115528,8325
EULCS,Unicorns of Love,Samux,Caitlyn,21831,14619.644939599359,12800
