position,team,player,dmg_performance
ADC,Fnatic,Rekkles,10.73
ADC,Mysterious Monkeys,Yuuki60,6.67
ADC,Splyce,Kobbe,1.65
ADC,Roccat,Hjarnan,0.5
ADC,Unicorns of Love,Samux,0.25
ADC,G2 Esports,Zven,-0.57
ADC,H2K,Nuclear,-1.75
ADC,Misfits,Hans Sama,-4.7
ADC,Ninjas in Pyjamas,HeaQ,-7.81
ADC,Vitality,Steeelback,-16.6
ADC,Origen,Tabzz,-23.97
ADC,Giants,HeaQ,-31.36
Jungle,Origen,Cinkrof,23.02
Jungle,Unicorns of Love,Xerxe,16.79
Jungle,Mysterious Monkeys,Lamabear,13.09
Jungle,H2K,Jankos,7.31
Jungle,G2 Esports,Trick,6.36
Jungle,Roccat,Maxlore,1.02
Jungle,Roccat,Pridestalker,-3.44
Jungle,Misfits,Maxlore,-6.65
Jungle,Misfits,KaKAO,-7.09
Jungle,Vitality,Djoko,-10.19
Jungle,Giants,Memento,-11.15
Jungle,Ninjas in Pyjamas,Shook,-12.83
Jungle,Mysterious Monkeys,Amazing,-13.19
Jungle,Splyce,Trashy,-13.44
Jungle,Fnatic,Broxah,-14.72
Jungle,G2 Esports,Loulex,-16.13
Middle,G2 Esports,Blanc,28.09
Middle,Misfits,PowerOfEvil,19.14
Middle,Fnatic,Caps,11.34
Middle,G2 Esports,Perkz,7.11
Middle,Vitality,Nukeduck,3.39
Middle,H2K,Febiven,2.64
Middle,Splyce,Sencux,2.03
Middle,Roccat,Betsy,-1.14
Middle,Mysterious Monkeys,CozQ,-3.16
Middle,Unicorns of Love,Exileh,-3.5
Middle,Giants,NighT,-3.56
Middle,Ninjas in Pyjamas,Nagne,-10.83
Middle,Origen,Naehyun,-18.69
Support,Splyce,Mikyx,20.89
Support,Unicorns of Love,Hylissang,13.97
Support,Origen,xPeke,10.9
Support,Vitality,Hachani,10.37
Support,H2K,Chei,2.72
Support,Mysterious Monkeys,Dreams,-7.45
Support,Ninjas in Pyjamas,sprattel,-9.19
Support,Giants,HusTlin,-9.71
Support,G2 Esports,mithy,-10.53
Support,Roccat,Wadid,-11.18
Support,Misfits,IgNar,-11.74
Support,Vitality,Vander,-11.81
Support,Fnatic,Jesiz,-12.82
Top,Mysterious Monkeys,Jisu,24.67
Top,Unicorns of Love,Vizicsacsi,20.07
Top,Splyce,Wunder,14.42
Top,Mysterious Monkeys,Kikis,7.86
Top,Fnatic,sOAZ,5.85
Top,Vitality,Cabochard,5.73
Top,H2K,Odoamne,5.27
Top,G2 Esports,Expect,4.44
Top,Misfits,Alphari,0.68
Top,Ninjas in Pyjamas,Profit,0.47
Top,Roccat,Phaxi,-11.13
Top,Origen,Satorius,-18.67
Top,Giants,Flaxxish,-22.43
Top,G2 Esports,Send0o,-23.74
