position,team,player,dmg_performance
Top,Team SoloMid,Hauntzer,20.07
Top,Cloud9,Impact,18.06
Top,Immortals,Flame,7.71
Top,Echo Fox,Brandini,7.32
Top,Counter Logic Gaming,Darshan,5.74
Top,Cloud9,Ray,3.42
Top,Phoenix1,zig,2.88
Top,Dignitas,Ssumday,2.82
Top,EnVyUs,Seraph,-0.51
Top,Team Liquid,Lourlo,-1.04
Top,Phoenix1,Allorim,-1.33
Top,FlyQuest,Balls,-3.96
Top,Echo Fox,Looper,-8.62
Top,Flyquest,Balls,-19.11
Jungle,Team Liquid,Inori,35.24
Jungle,Counter Logic Gaming,Xmithie,29.42
Jungle,Cloud9,Contractz,22.51
Jungle,Immortals,Dardoch,20.39
Jungle,Team SoloMid,Svenskeren,19.56
Jungle,Counter Logic Gaming,Dardoch,16.72
Jungle,Immortals,Xmithie,12.59
Jungle,Team Liquid,Dardoch,7.48
Jungle,Counter Logic Gaming,OmarGod,7
Jungle,Phoenix1,MikeYeung,6.5
Jungle,Dignitas,Shrimp,5.81
Jungle,Phoenix1,Meteos,5.42
Jungle,Team Liquid,Reignover,4.18
Jungle,Echo Fox,Akaadian,2.22
Jungle,Dignitas,Chaser,-0.88
Jungle,EnVyUs,LirA,-7.41
Jungle,Phoenix1,Inori,-9.68
Jungle,Flyquest,Moon,-9.85
Jungle,FlyQuest,Moon,-10.08
Jungle,Echo Fox,Grig,-15.5
Middle,Echo Fox,Froggen,21.38
Middle,Flyquest,Hai,19.4
Middle,Team SoloMid,Bjergsen,16.01
Middle,FlyQuest,Hai,13.35
Middle,Counter Logic Gaming,Huhi,13.31
Middle,Team Liquid,Mickey,10.98
Middle,Dignitas,Keane,10.9
Middle,EnVyUs,Ninja,10.01
Middle,Cloud9,Jensen,9.74
Middle,Phoenix1,Ryu,7.87
Middle,Immortals,Pobelter,7.75
Middle,Team Liquid,Piglet,4.29
Middle,Phoenix1,Pirean,1.97
Middle,EnVyUs,Nisqy,1
Middle,Team Liquid,Goldenglue,-4.54
Middle,EnVyUs,Pirean,-7.08
Middle,Team Liquid,Slooshi,-12.92
Middle,Echo Fox,Damonte,-15.23
ADC,Dignitas,Altec,16.01
ADC,Team SoloMid,Doublelift,13.8
ADC,Phoenix1,Arrow,13.03
ADC,Cloud9,Sneaky,10.29
ADC,Counter Logic Gaming,Stixxay,8.89
ADC,Immortals,Cody Sun,8.2
ADC,Team Liquid,Piglet,7.65
ADC,Echo Fox,Keith,5.4
ADC,Counter Logic Gaming,aphromoo,5.01
ADC,Echo Fox,Mash,3.04
ADC,FlyQuest,WildTurtle,0.76
ADC,EnVyUs,Apollo,-0.98
ADC,Flyquest,Altec,-5.1
ADC,Dignitas,LOD,-8.45
ADC,Team Liquid,Doublelift,-12.27
ADC,Team SoloMid,WildTurtle,-29.65
Support,Immortals,Olleh,36.31
Support,Counter Logic Gaming,Joey,32.96
Support,Dignitas,Adrian,23.06
Support,FlyQuest,LemonNation,20.15
Support,EnVyUs,Hakuho,14.91
Support,Team Liquid,konkwon,8.47
Support,Team Liquid,Matt,8.17
Support,Team SoloMid,Biofrost,5.57
Support,Dignitas,Big,5.39
Support,Phoenix1,Shady,3.15
Support,Flyquest,LemonNation,-2.71
Support,Cloud9,Smoothie,-3.98
Support,Dignitas,Xpecial,-4.84
Support,Counter Logic Gaming,aphromoo,-5.07
Support,Phoenix1,Xpecial,-8.81
Support,Echo Fox,Gate,-12.04
Support,Phoenix1,Stunt,-54.42
