position,team,player,dmg_performance
ADC,H2K,Nuclear,19.9
ADC,Fnatic,Rekkles,14.25
ADC,Unicorns of Love,Samux,13.31
ADC,G2 Esports,Zven,11.77
ADC,Splyce,Kobbe,10.37
ADC,Misfits,Hans Sama,3.8
ADC,Mysterious Monkeys,Yuuki60,2.95
ADC,Roccat,Hjarnan,-1.64
ADC,Origen,Tabzz,-6.22
ADC,Vitality,Steeelback,-10.99
ADC,Ninjas in Pyjamas,HeaQ,-12.3
ADC,Giants,HeaQ,-31.96
Jungle,Unicorns of Love,Xerxe,30.83
Jungle,H2K,Jankos,25.32
Jungle,G2 Esports,Trick,18.54
Jungle,Origen,Cinkrof,7.87
Jungle,Splyce,Trashy,3.72
Jungle,Roccat,Maxlore,3.22
Jungle,Mysterious Monkeys,Lamabear,2.89
Jungle,Misfits,Maxlore,2.5
Jungle,Vitality,Djoko,-1.93
Jungle,Roccat,Pridestalker,-2.25
Jungle,Giants,Memento,-4.63
Jungle,G2 Esports,Loulex,-5.46
Jungle,Fnatic,Broxah,-6.9
Jungle,Misfits,KaKAO,-7.16
Jungle,Mysterious Monkeys,Amazing,-7.7
Jungle,Ninjas in Pyjamas,Shook,-12.86
Middle,Fnatic,Caps,16.12
Middle,Misfits,PowerOfEvil,15.85
Middle,H2K,Febiven,14.99
Middle,Unicorns of Love,Exileh,12.65
Middle,G2 Esports,Perkz,12.44
Middle,Vitality,Nukeduck,8.13
Middle,Splyce,Sencux,6.34
Middle,Roccat,Betsy,0.79
Middle,G2 Esports,Blanc,0.21
Middle,Mysterious Monkeys,CozQ,0.13
Middle,Origen,Naehyun,-4.27
Middle,Ninjas in Pyjamas,Nagne,-11.76
Middle,Giants,NighT,-14.1
Support,Origen,xPeke,35.53
Support,Vitality,Hachani,31.61
Support,Splyce,Mikyx,25.24
Support,Unicorns of Love,Hylissang,23.8
Support,H2K,Chei,2.73
Support,G2 Esports,mithy,2.69
Support,Misfits,IgNar,-3.17
Support,Mysterious Monkeys,Dreams,-3.18
Support,Roccat,Wadid,-5.09
Support,Ninjas in Pyjamas,sprattel,-6.73
Support,Giants,HusTlin,-7.63
Support,Fnatic,Jesiz,-9.78
Support,Vitality,Vander,-11.69
Top,Unicorns of Love,Vizicsacsi,23.05
Top,Mysterious Monkeys,Jisu,18.92
Top,H2K,Odoamne,8.4
Top,Splyce,Wunder,7.67
Top,G2 Esports,Expect,4.48
Top,Fnatic,sOAZ,3.97
Top,Vitality,Cabochard,-2.45
Top,Misfits,Alphari,-3.13
Top,Ninjas in Pyjamas,Profit,-5.73
Top,Mysterious Monkeys,Kikis,-6.84
Top,Roccat,Phaxi,-10.85
Top,G2 Esports,Send0o,-21.17
Top,Origen,Satorius,-21.54
Top,Giants,Flaxxish,-31
