league,team,player,champion,dmgtochamps,predicted,goldspent
LCK,KT Rolster,Smeb,Camille,31107,19484.34720262677,18983
LCK,Samsung Galaxy,CuVee,Camille,16465,11843.705311597101,12583
LCK,SK Telecom T1,Huni,Camille,16309,19253.88601805981,16508
LCK,SK Telecom T1,Untara,Camille,10321,9034.454240885174,12883
LCK,MVP,ADD,Camille,12938,8558.7370282856191,9333
LCK,BBQ Olivers,Crazy,Camille,12502,16152.348712021785,16108
LCK,Samsung Galaxy,CuVee,Camille,20398,12578.116645389382,12558
LCK,BBQ Olivers,Crazy,Camille,11026,12566.906650824827,11608
LCK,BBQ Olivers,Crazy,Camille,5230,11016.798429595043,9508
LCK,Samsung Galaxy,CuVee,Camille,25641,16628.69701024003,16283
LCK,Samsung Galaxy,CuVee,Camille,14284,9867.566665783239,10783
LCK,BBQ Olivers,Crazy,Camille,12560,12641.927725541736,14408
LCK,Ever8 Winners,Kiin,Camille,10183,11643.79245205421,9608
LCK,KT Rolster,Smeb,Camille,22618,19514.92637646668,18558
LCK,Ever8 Winners,Kiin,Camille,9227,12988.25258035147,9733
LCK,Jin Air Green Wings,SoHwan,Camille,12530,14331.998834102711,14458
LCK,MVP,ADD,Camille,7695,13612.493086356126,11308
LCK,Ever8 Winners,Kiin,Camille,25298,13800.701327975377,17833
LCK,Longzhu Gaming,Khan,Camille,14390,11905.391007835457,12333
LCK,Samsung Galaxy,CuVee,Camille,12561,16518.029529080613,14008
LCK,Samsung Galaxy,CuVee,Camille,18674,14127.284615250977,13133
LCK,Samsung Galaxy,CuVee,Camille,15012,11651.055818939662,13708
LCK,Ever8 Winners,Kiin,Camille,7396,13972.560191208982,12558
LCK,KT Rolster,Smeb,Camille,12967,14857.551286261947,12558
LCK,Ever8 Winners,Kiin,Camille,23847,18680.84785728506,18533
LCK,BBQ Olivers,Crazy,Cho'gath,21112,14174.648143832768,11675
LCK,BBQ Olivers,Crazy,Cho'gath,17557,15775.637779603612,12825
LCK,BBQ Olivers,Crazy,Cho'gath,10491,11784.229515590154,13305
LCK,ROX Tigers,Lindarang,Cho'gath,9543,17800.43081737728,12900
LCK,ROX Tigers,Lindarang,Cho'gath,9721,10486.028292076531,11745
LCK,MVP,ADD,Cho'gath,31375,18632.55331944077,14900
LCK,MVP,ADD,Cho'gath,18435,12561.110494245184,13200
LCK,MVP,ADD,Cho'gath,12032,12794.661913438236,10825
LCK,SK Telecom T1,Huni,Cho'gath,13407,14467.321072162913,13725
LCK,ROX Tigers,Lindarang,Cho'gath,13026,16668.14774510411,13400
LCK,ROX Tigers,Lindarang,Cho'gath,22131,23548.475207323434,16525
LCK,Jin Air Green Wings,SoHwan,Cho'gath,11654,14344.228296825562,14225
LCK,BBQ Olivers,Crazy,Cho'gath,12034,8943.439271342359,8345
LCK,ROX Tigers,Lindarang,Fiora,15266,17284.262602520037,11775
LCK,Afreeca Freecs,MaRin,Fiora,15419,18126.672575373133,16750
LCK,Longzhu Gaming,Khan,Fiora,16852,15877.829906452103,15575
LCK,Afreeca Freecs,MaRin,Fiora,11354,11689.795579605205,10250
LCK,Ever8 Winners,Helper,Fiora,11418,14570.050322231818,14250
LCK,Longzhu Gaming,Khan,Fiora,23917,25310.966833285453,21983
LCK,Jin Air Green Wings,SoHwan,Fiora,9361,11062.330127651587,9258
LCK,SK Telecom T1,Untara,Fiora,19998,22019.817045991393,15400
LCK,KT Rolster,Smeb,Fiora,18565,13816.003603063438,12233
LCK,MVP,ADD,Fiora,22067,20110.01192383391,20375
LCK,ROX Tigers,Lindarang,Fiora,18575,20090.454447119762,19445
LCK,Longzhu Gaming,Khan,Fiora,20774,17421.316658159132,13533
LCK,SK Telecom T1,Untara,Fiora,10810,17814.206663104425,18793
LCK,Longzhu Gaming,Khan,Fiora,13429,12466.195548954425,10933
LCK,Ever8 Winners,Kiin,Fiora,14541,15005.390391500652,10185
LCK,SK Telecom T1,Huni,Fiora,31666,19388.730591769767,17633
LCK,SK Telecom T1,Huni,Fiora,15079,13514.613995998205,7983
LCK,KT Rolster,Smeb,Galio,12106,11267.687718836954,10225
LCK,ROX Tigers,Lindarang,Galio,11162,10229.748160937346,11875
LCK,SK Telecom T1,Huni,Galio,19385,13172.764057872288,11925
LCK,ROX Tigers,Lindarang,Galio,14621,15419.227000509596,14775
LCK,Samsung Galaxy,CuVee,Gnar,9584,9880.483507526116,9600
LCK,SK Telecom T1,Untara,Gnar,15600,16602.045164724605,14125
LCK,Samsung Galaxy,CuVee,Gnar,31501,23805.75841340795,22175
LCK,KT Rolster,Smeb,Gnar,17167,9644.912758521603,9675
LCK,Samsung Galaxy,CuVee,Gnar,4962,13189.815328966837,9750
LCK,BBQ Olivers,Crazy,Gnar,18003,14053.87654237682,13335
LCK,ROX Tigers,Shy,Gnar,14345,18887.832551790147,14300
LCK,Jin Air Green Wings,ikssu,Gnar,15886,18551.16982014853,12475
LCK,KT Rolster,Smeb,Gnar,30003,27389.024056068527,20500
LCK,Jin Air Green Wings,SoHwan,Gnar,8353,12644.358015775988,8900
LCK,Jin Air Green Wings,ikssu,Gnar,11505,16011.659261687713,11900
LCK,MVP,ADD,Gnar,22793,23829.43863292129,20110
LCK,MVP,ADD,Gnar,22863,20752.098492295867,14480
LCK,Ever8 Winners,Kiin,Gnar,4372,8638.390896661636,8100
LCK,Afreeca Freecs,MaRin,Gnar,7823,10655.245062866368,7375
LCK,Afreeca Freecs,MaRin,Gnar,12001,9135.867964228279,9095
LCK,BBQ Olivers,Crazy,Gnar,8632,13767.796036259215,8825
LCK,Jin Air Green Wings,SoHwan,Gnar,22411,22763.86676701889,17725
LCK,Afreeca Freecs,MaRin,Gnar,8745,11063.412063950233,9725
LCK,Jin Air Green Wings,SoHwan,Gnar,30778,19534.414991699545,16e3
LCK,Afreeca Freecs,MaRin,Gnar,22342,14326.1716030486,11580
LCK,MVP,ADD,Gnar,16829,15539.551370072157,13650
LCK,Jin Air Green Wings,SoHwan,Gnar,20800,23564.377916874342,17275
LCK,Samsung Galaxy,CuVee,Gnar,29236,21446.2494450881,17e3
LCK,Samsung Galaxy,CuVee,Gnar,17433,11678.06729808076,10300
LCK,Jin Air Green Wings,ikssu,Gragas,20108,14073.032297987555,14475
LCK,Kongdoo Monster,Roach,Gragas,7020,11658.4817497334,13725
LCK,Afreeca Freecs,MaRin,Gragas,7122,5614.351068610024,10525
LCK,Afreeca Freecs,MaRin,Gragas,16178,19088.648834280382,18150
LCK,Kongdoo Monster,Roach,Gragas,6123,13935.847261798415,10950
LCK,Kongdoo Monster,Roach,Gragas,16027,9488.089984080363,11325
LCK,SK Telecom T1,Huni,Gragas,17957,9821.940243853447,10975
LCK,MVP,ADD,Gragas,16900,11481.838034395043,11150
LCK,Afreeca Freecs,MaRin,Gragas,9244,14699.334022308629,14575
LCK,BBQ Olivers,Part,Gragas,8114,9333.931497972135,8175
LCK,Jin Air Green Wings,ikssu,Gragas,18695,21513.567091700454,17985
LCK,Jin Air Green Wings,ikssu,Gragas,16966,11903.72406332282,12375
LCK,KT Rolster,Smeb,Gragas,14727,15726.418860901,11725
LCK,Ever8 Winners,Helper,Gragas,9069,16592.759523387103,15400
LCK,Afreeca Freecs,MaRin,Gragas,19486,11349.628894915952,13500
LCK,KT Rolster,Smeb,Gragas,12196,15196.124611497906,13100
LCK,Samsung Galaxy,CuVee,Gragas,10133,9677.70720076144,10525
LCK,Longzhu Gaming,Khan,Gragas,21823,17030.122262949037,15695
LCK,Samsung Galaxy,CuVee,Gragas,11917,8776.534631952509,11025
LCK,ROX Tigers,Lindarang,Gragas,12497,13196.795779614235,12025
LCK,Ever8 Winners,Helper,Gragas,10356,9491.705433180328,8995
LCK,Afreeca Freecs,MaRin,Gragas,9420,7030.217061862198,8625
LCK,Afreeca Freecs,MaRin,Gragas,14893,16098.393439125157,14250
LCK,Afreeca Freecs,MaRin,Gragas,15969,13995.425218613233,14375
LCK,Afreeca Freecs,MaRin,Gragas,14828,18621.661274045724,15425
LCK,Ever8 Winners,Helper,Gragas,19886,17553.15204688935,14275
LCK,Longzhu Gaming,Khan,Gragas,9970,10380.948759399254,10835
LCK,Afreeca Freecs,MaRin,Gragas,16316,11777.783981099155,10875
LCK,Afreeca Freecs,MaRin,Gragas,12026,14830.663888954901,16760
